lon,lat,k2,k3,k4,k5,k6
-73.8027438,40.7832542,1,2,0,2,3
-73.7580004,40.7603793,1,2,0,2,3
-73.7990128,40.7201651,1,2,0,2,3
-74.082416,40.5960383,0,0,3,4,2
-73.9380509,40.5808587,0,0,1,1,0
-73.9527221,40.8182357,1,1,2,3,1
-73.8134181,40.7097098,1,2,0,2,3
-73.9662395,40.7580073,0,1,1,0,4
-73.7908795,40.7241881,1,2,0,2,3
-73.729144,40.7266697,1,2,0,2,3
-73.8404178,40.8823995,1,1,2,3,1
-73.7765382,40.7824378,1,2,0,2,3
-73.8205393,40.6704846,1,2,0,2,3
-73.9421061,40.670341,0,0,1,1,0
-73.9357579,40.8276336,1,1,2,3,1
-73.8242112,40.7681682,1,2,0,2,5
-73.9292593,40.8360945,1,1,2,3,1
-73.8884116,40.8385544,1,1,2,3,1
-73.8453565,40.7756669,1,1,2,2,5
-73.8952416,40.7401649,1,1,2,0,5
-73.9372659,40.6346508,0,0,1,1,0
-73.9417575,40.6320154,0,0,1,1,0
-73.9357579,40.8276336,1,1,2,3,1
-74.1363527,40.572991,0,0,3,4,2
-74.082416,40.5960383,0,0,3,4,2
-73.898741,40.8785158,1,1,2,3,1
-74.0118907,40.7216382,0,0,1,0,4
-73.9871799,40.7332923,0,0,1,0,4
-73.9077793,40.825213,1,1,2,3,1
-73.9760491,40.7514416,0,1,1,0,4
-73.9900681,40.7466595,0,0,1,0,4
-73.842886,40.8464062,1,1,2,3,1
-73.949858,40.64439,0,0,1,1,0
-73.8196953,40.7226833,1,2,0,2,5
-73.8562397,40.7367303,1,2,0,2,5
-73.9517685,40.8129407,1,1,2,3,1
-73.9569839,40.7030734,0,0,1,0,4
-73.8757069,40.6885631,1,2,0,2,5
-73.9430642,40.8401945,1,1,2,3,1
-73.9857147,40.7679171,0,1,1,0,4
-73.994316,40.575575,0,0,1,1,0
-73.977887,40.7489222,0,1,1,0,4
-73.8267358,40.7496779,1,2,0,2,5
-73.7910661,40.7199149,1,2,0,2,3
-73.9870157,40.7610362,0,1,1,0,4
-73.9164465,40.8519037,1,1,2,3,1
-73.9829585,40.6896994,0,0,1,1,0
-73.8152412,40.7924369,1,2,0,2,5
-73.9601805,40.5984187,0,0,1,1,0
-73.9149428,40.6370079,0,0,1,1,0
-73.8252953,40.8296875,1,1,2,3,1
-73.8650811,40.8842919,1,1,2,3,1
-73.841695,40.7925339,1,1,2,3,1
-73.7454051,40.6019562,1,2,0,2,3
-74.1366,40.5583883,0,0,3,4,2
-73.8372287,40.6886798,1,2,0,2,5
-73.9734765,40.5952551,0,0,1,1,0
-74.0858762,40.5958903,0,0,3,4,2
-73.9467548,40.7084653,0,0,1,0,4
-73.9458242,40.8327659,1,1,2,3,1
-73.8307482,40.7557442,1,2,0,2,5
-73.8194251,40.6945792,1,2,0,2,5
-73.935235,40.7411358,1,1,1,0,4
-73.9172632,40.6195473,0,0,1,1,0
-74.0006314,40.7272875,0,0,1,0,4
-73.9314554,40.6652326,0,0,1,1,0
-73.942316,40.6026848,0,0,1,1,0
-74.0101034,40.7353072,0,0,1,0,4
-73.9548552,40.8000308,1,1,2,0,4
-73.7833705,40.7068328,1,2,0,2,3
-73.8072874,40.7080611,1,2,0,2,3
-73.7564237,40.6950258,1,2,0,2,3
-73.998362,40.7261676,0,0,1,0,4
-74.2068947,40.5197377,0,0,3,4,2
-73.7499072,40.7200469,1,2,0,2,3
-73.7807822,40.691029,1,2,0,2,3
-73.7868897,40.7669496,1,2,0,2,3
-73.836024,40.7635881,1,2,0,2,5
-73.8583693,40.7381135,1,2,0,2,5
-73.9669612,40.6056754,0,0,1,1,0
-73.9991446,40.754584,0,1,1,0,4
-73.7817409,40.7110182,1,2,0,2,3
-73.7656658,40.7044211,1,2,0,2,3
-73.8999645,40.8680184,1,1,2,3,1
-73.9435263,40.69603,0,0,1,0,4
-73.9489224,40.5862603,0,0,1,1,0
-73.908131,40.659477,0,0,1,1,0
-74.1214496,40.6101723,0,0,3,4,2
-73.9938142,40.7466186,0,0,1,0,4
-73.9678445,40.6932287,0,0,1,0,4
-73.9344002,40.7460347,1,1,1,0,4
-73.9344002,40.7460347,1,1,1,0,4
-73.7673526,40.6561603,1,2,0,2,3
-73.705087,40.7338788,1,2,0,2,3
-73.9505284,40.7073911,0,0,1,0,4
-73.9002746,40.8637864,1,1,2,3,1
-73.8888895,40.6671207,1,2,1,1,5
-73.9820143,40.6343947,0,0,1,1,0
-73.8080447,40.7093579,1,2,0,2,3
-73.8323175,40.8808346,1,1,2,3,1
-73.9397962,40.5895661,0,0,1,1,0
-73.9751561,40.6587232,0,0,1,1,0
-73.9658127,40.8088424,1,1,2,0,4
-73.9232742,40.830346,1,1,2,3,1
-73.963229,40.7776779,1,1,2,0,4
-73.9250042,40.8663357,1,1,2,3,1
-74.1023153,40.577945,0,0,3,4,2
-73.9193145,40.829701,1,1,2,3,1
-73.8758948,40.8975581,1,1,2,3,1
-73.897728,40.8364798,1,1,2,3,1
-73.9110128,40.8606003,1,1,2,3,1
-73.9938142,40.7466186,0,0,1,0,4
-73.9467198,40.8198936,1,1,2,3,1
-73.7210967,40.7520753,1,2,0,2,3
-73.8939854,40.8447051,1,1,2,3,1
-73.8080447,40.7093579,1,2,0,2,3
-73.9448057,40.7274856,0,1,1,0,4
-73.9281915,40.6601774,0,0,1,1,0
-73.808896,40.7105999,1,2,0,2,3
-73.7963956,40.7537728,1,2,0,2,3
-74.095735,40.5856444,0,0,3,4,2
-73.9949385,40.7692957,0,1,1,0,4
-73.8407105,40.5806195,0,2,0,2,5
-73.8512316,40.9062351,1,1,2,3,1
-73.9074026,40.8362327,1,1,2,3,1
-73.9195931,40.661997,0,0,1,1,0
-73.9694885,40.6862876,0,0,1,1,0
-74.0313612,40.6299316,0,0,1,1,0
-73.9985857,40.7246333,0,0,1,0,4
-73.8801282,40.8567353,1,1,2,3,1
-73.9588584,40.698677,0,0,1,0,4
-73.8187742,40.8371788,1,1,2,3,1
-73.9652232,40.609674,0,0,1,1,0
-73.7746985,40.6804855,1,2,0,2,3
-73.743567,40.7111152,1,2,0,2,3
-73.7792633,40.7577266,1,2,0,2,3
-73.7364538,40.7120406,1,2,0,2,3
-73.9137706,40.8387216,1,1,2,3,1
-73.8778679,40.6820384,1,2,0,2,5
-73.8423996,40.7801533,1,1,2,2,5
-73.8206673,40.7649898,1,2,0,2,5
-73.9410808,40.8108882,1,1,2,3,1
-74.0126478,40.6428659,0,0,1,1,0
-73.8474864,40.6922182,1,2,0,2,5
-73.9141598,40.8451775,1,1,2,3,1
-73.9323235,40.6516464,0,0,1,1,0
-74.0220234,40.6309878,0,0,1,1,0
-73.9284268,40.7634163,1,1,2,0,4
-73.8935893,40.7466218,1,1,2,0,5
-73.9618576,40.6126538,0,0,1,1,0
-74.2095767,40.5227933,0,0,3,4,2
-73.9114588,40.7998519,1,1,2,3,1
-73.8916326,40.8823382,1,1,2,3,1
-74.0139066,40.6140537,0,0,1,1,0
-73.7629686,40.7133746,1,2,0,2,3
-73.9454602,40.8094713,1,1,2,3,1
-73.8072874,40.7080611,1,2,0,2,3
-73.9311201,40.6687978,0,0,1,1,0
-74.1386214,40.5890646,0,0,3,4,2
-73.9873269,40.6430745,0,0,1,1,0
-73.9573511,40.6814832,0,0,1,1,0
-73.8992263,40.8875298,1,1,2,3,1
-73.8224302,40.7280014,1,2,0,2,5
-73.9191997,40.8141439,1,1,2,3,1
-73.8090389,40.7199104,1,2,0,2,3
-73.7502563,40.6856145,1,2,0,2,3
-73.9138822,40.6799355,0,0,1,1,0
-73.8030841,40.7280276,1,2,0,2,3
-73.9173894,40.7650201,1,1,2,0,4
-73.8163201,40.7142296,1,2,0,2,5
-73.8035748,40.6704843,1,2,0,2,3
-73.9832149,40.7169248,0,0,1,0,4
-73.8357501,40.6697113,1,2,0,2,5
-73.8640039,40.8893464,1,1,2,3,1
-73.9887629,40.696197,0,0,1,0,4
-73.9508577,40.828297,1,1,2,3,1
-73.9582917,40.7341363,0,1,1,0,4
-73.8095084,40.7121407,1,2,0,2,3
-73.9642156,40.6350987,0,0,1,1,0
-73.9165445,40.6758395,0,0,1,1,0
-73.9420197,40.8195483,1,1,2,3,1
-73.9007925,40.6765736,0,2,1,1,5
-73.871598,40.8786453,1,1,2,3,1
-73.9325061,40.6278822,0,0,1,1,0
-73.871302,40.6728582,1,2,0,2,5
-73.8459058,40.836274,1,1,2,3,1
-73.8897736,40.6818006,1,2,1,1,5
-73.9224574,40.8180464,1,1,2,3,1
-73.891816,40.8674237,1,1,2,3,1
-73.9335108,40.6536234,0,0,1,1,0
-73.8917906,40.8230774,1,1,2,3,1
-73.9614062,40.6521704,0,0,1,1,0
-73.8811518,40.6682685,1,2,1,1,5
-73.960499,40.6991771,0,0,1,0,4
-73.8042645,40.7204568,1,2,0,2,3
-73.8254559,40.7120013,1,2,0,2,5
-73.9472285,40.6750535,0,0,1,1,0
-73.9559401,40.6233399,0,0,1,1,0
-73.9653687,40.7110059,0,0,1,0,4
-73.9693599,40.6365056,0,0,1,1,0
-73.9875841,40.635938,0,0,1,1,0
-73.9479487,40.6068761,0,0,1,1,0
-73.805082,40.727106,1,2,0,2,3
-73.8120486,40.6901099,1,2,0,2,3
-74.022639,40.6294862,0,0,1,1,0
-74.2417733,40.5140563,0,0,3,4,2
-74.0041129,40.6081449,0,0,1,1,0
-73.9197423,40.6607702,0,0,1,1,0
-73.9682246,40.6372957,0,0,1,1,0
-73.7426122,40.7612819,1,2,0,2,3
-73.9753821,40.7494844,0,1,1,0,4
-73.7900876,40.6949823,1,2,0,2,3
-73.8278647,40.7653631,1,2,0,2,5
-73.7841126,40.7817277,1,2,0,2,3
-73.8256651,40.7009567,1,2,0,2,5
-73.8144329,40.7636871,1,2,0,2,5
-73.976609,40.5753038,0,0,1,1,0
-73.931772,40.6552747,0,0,1,1,0
-73.934392,40.8056394,1,1,2,3,1
-74.0116096,40.6404149,0,0,1,1,0
-73.9978857,40.7293104,0,0,1,0,4
-74.0070525,40.718268,0,0,1,0,4
-73.8810025,40.7418418,1,1,0,0,5
-74.091923,40.612305,0,0,3,4,2
-74.1500095,40.5377004,0,0,3,4,2
-73.8901846,40.7453038,1,1,2,0,5
-73.8858146,40.8419306,1,1,2,3,1
-73.8855668,40.6393457,0,2,1,1,0
-73.9847336,40.7641704,0,1,1,0,4
-73.9657639,40.8054526,1,1,2,0,4
-73.9728541,40.6293727,0,0,1,1,0
-73.8512239,40.5816162,0,2,0,1,0
-73.9845292,40.6960346,0,0,1,0,4
-73.7495178,40.6940613,1,2,0,2,3
-73.9975023,40.6574276,0,0,1,1,0
-73.9066724,40.6689755,0,0,1,1,0
-73.9910238,40.6714586,0,0,1,1,0
-73.7338404,40.6754631,1,2,0,2,3
-73.9228189,40.8427518,1,1,2,3,1
-73.9359494,40.7675791,1,1,2,0,4
-73.8307482,40.7557442,1,2,0,2,5
-73.8270918,40.7571441,1,2,0,2,5
-73.8597645,40.5775839,0,2,0,1,0
-73.7820069,40.765354,1,2,0,2,3
-73.841695,40.7925339,1,1,2,3,1
-73.9297729,40.8151142,1,1,2,3,1
-73.8815124,40.8406665,1,1,2,3,1
-73.9577461,40.632898,0,0,1,1,0
-73.9159915,40.8172102,1,1,2,3,1
-74.0003863,40.7625822,0,1,1,0,4
-73.9431882,40.6781065,0,0,1,1,0
-74.0130885,40.6114023,0,0,1,1,0
-73.952058,40.7872227,1,1,2,0,4
-73.8755368,40.7642305,1,1,2,3,5
-73.8124765,40.7777371,1,2,0,2,5
-73.7894638,40.7246549,1,2,0,2,3
-74.0825443,40.6066661,0,0,3,4,2
-73.8215706,40.8684728,1,1,2,3,1
-73.8813371,40.7647251,1,1,2,0,5
-73.9316013,40.8323165,1,1,2,3,1
-73.9974342,40.7416425,0,0,1,0,4
-73.8856043,40.8465443,1,1,2,3,1
-74.1612762,40.5565228,0,0,3,4,2
-73.877654,40.8261511,1,1,2,3,1
-74.0054958,40.7387549,0,0,1,0,4
-73.8569554,40.8941685,1,1,2,3,1
-73.9623122,40.7197689,0,0,1,0,4
-73.9506603,40.7289951,0,1,1,0,4
-73.8937353,40.7546805,1,1,2,0,5
-73.8265402,40.6959022,1,2,0,2,5
-73.7935781,40.6997563,1,2,0,2,3
-73.8529246,40.9046015,1,1,2,3,1
-74.1074899,40.6125111,0,0,3,4,2
-74.0084977,40.6503924,0,0,1,1,0
-74.1106455,40.5932616,0,0,3,4,2
-73.9621927,40.6696412,0,0,1,1,0
-74.0762285,40.5980902,0,0,3,4,2
-73.8241496,40.7313417,1,2,0,2,5
-73.841962,40.8884565,1,1,2,3,1
-73.9272468,40.7596718,1,1,2,0,4
-73.9693083,40.6469906,0,0,1,1,0
-73.9415422,40.8284464,1,1,2,3,1
-74.0972671,40.6339982,0,0,3,4,2
-73.718444,40.7494778,1,2,0,2,3
-74.0056913,40.5773235,0,0,1,1,0
-73.928623,40.8397062,1,1,2,3,1
-73.857109,40.721756,1,2,0,2,5
-73.8574435,40.6969135,1,2,0,2,5
-73.7484927,40.6111443,1,2,0,2,3
-74.0073571,40.6341626,0,0,1,1,0
-73.8934751,40.8428629,1,1,2,3,1
-73.925125,40.7719586,1,1,2,0,4
-73.9062642,40.8875714,1,1,2,3,1
-73.8514944,40.8857766,1,1,2,3,1
-73.9211541,40.8263977,1,1,2,3,1
-73.9077961,40.6201521,0,0,1,1,0
-73.8842553,40.749385,1,1,2,0,5
-73.8710016,40.822562,1,1,2,3,1
-73.7627638,40.6776756,1,2,0,2,3
-73.975488,40.6382692,0,0,1,1,0
-73.9154452,40.8433669,1,1,2,3,1
-73.9382591,40.7450679,1,1,1,0,4
-73.8191857,40.608645,1,2,0,2,3
-73.9852841,40.7236497,0,0,1,0,4
-73.8326224,40.6792861,1,2,0,2,5
-73.9844767,40.7202352,0,0,1,0,4
-73.8265922,40.6911785,1,2,0,2,5
-74.0275073,40.6321559,0,0,1,1,0
-73.9904957,40.6331359,0,0,1,1,0
-74.0262133,40.6214926,0,0,1,1,0
-73.7156369,40.7357635,1,2,0,2,3
-73.8500402,40.7207561,1,2,0,2,5
-73.9069229,40.6547385,0,0,1,1,0
-73.9510587,40.6336364,0,0,1,1,0
-74.0745366,40.5953877,0,0,3,4,2
-73.926498,40.695713,0,0,1,0,4
-73.8152273,40.6907326,1,2,0,2,3
-73.8425749,40.875538,1,1,2,3,1
-73.8312982,40.8891934,1,1,2,3,1
-73.9479233,40.7871194,1,1,2,0,4
-73.830528,40.69335,1,2,0,2,5
-73.9417407,40.7461402,1,1,1,0,4
-73.9454636,40.6642272,0,0,1,1,0
-73.8814914,40.8748105,1,1,2,3,1
-73.9305533,40.6350641,0,0,1,1,0
-73.8369635,40.7042121,1,2,0,2,5
-73.9137257,40.8371105,1,1,2,3,1
-74.0244658,40.6204363,0,0,1,1,0
-74.1051867,40.6182828,0,0,3,4,2
-73.9081956,40.6753803,0,0,1,1,5
-73.9460454,40.7292566,0,1,1,0,4
-73.9574578,40.7008229,0,0,1,0,4
-73.9311201,40.6687978,0,0,1,1,0
-73.8908172,40.749062,1,1,2,0,5
-73.8246674,40.7704086,1,2,0,2,5
-73.897181,40.8537298,1,1,2,3,1
-73.9574705,40.7769101,1,1,2,0,4
-74.1023153,40.577945,0,0,3,4,2
-73.9861232,40.6614699,0,0,1,1,0
-73.9194119,40.6657792,0,0,1,1,0
-73.8234076,40.7458384,1,2,0,2,5
-73.8667979,40.8613373,1,1,2,3,1
-73.954587,40.61617,0,0,1,1,0
-73.9153281,40.8899334,1,1,2,3,1
-73.8109934,40.7647053,1,2,0,2,5
-73.7410744,40.7148508,1,2,0,2,3
-73.830215,40.5825862,0,2,0,2,3
-73.9147602,40.6587328,0,0,1,1,0
-73.8590189,40.7125222,1,2,0,2,5
-73.791744,40.7257899,1,2,0,2,3
-73.7372025,40.6593891,1,2,0,2,3
-73.9197423,40.6607702,0,0,1,1,0
-73.9614766,40.7986553,1,1,2,0,4
-73.7650516,40.6934518,1,2,0,2,3
-73.9892442,40.7528955,0,1,1,0,4
-73.918923,40.753636,1,1,2,0,4
-74.0399524,40.6280131,0,0,1,1,0
-73.8859519,40.8588491,1,1,2,3,1
-73.9078755,40.5965113,0,0,1,1,0
-73.9313942,40.8474287,1,1,2,3,1
-73.9503374,40.7798112,1,1,2,0,4
-73.9301096,40.8316404,1,1,2,3,1
-73.8314427,40.7665705,1,2,0,2,5
-73.7329652,40.6653548,1,2,0,2,3
-73.7894136,40.7119987,1,2,0,2,3
-73.7537175,40.6095362,1,2,0,2,3
-73.8242112,40.7681682,1,2,0,2,5
-74.1917442,40.5319181,0,0,3,4,2
-73.9026456,40.8765842,1,1,2,3,1
-73.8992726,40.8522495,1,1,2,3,1
-73.9178876,40.6156473,0,0,1,1,0
-73.7580815,40.7231303,1,2,0,2,3
-73.921367,40.6309273,0,0,1,1,0
-74.0909064,40.6354856,0,0,3,4,2
-73.920319,40.8690004,1,1,2,3,1
-73.932145,40.6499885,0,0,1,1,0
-73.9828775,40.7667145,0,1,1,0,4
-73.8183241,40.7558708,1,2,0,2,5
-73.8325722,40.7121986,1,2,0,2,5
-74.1168117,40.5551685,0,0,3,4,2
-73.9099175,40.8258487,1,1,2,3,1
-74.0156791,40.7076833,0,0,1,0,4
-73.8073957,40.7404934,1,2,0,2,3
-73.8623681,40.6959506,1,2,0,2,5
-73.9421068,40.7110596,0,0,1,0,4
-73.9762114,40.5798272,0,0,1,1,0
-73.763808,40.7126517,1,2,0,2,3
-73.9768672,40.6405559,0,0,1,1,0
-73.7967698,40.7849373,1,2,0,2,3
-73.8117243,40.6772556,1,2,0,2,3
-73.8316582,40.7070316,1,2,0,2,5
-74.0766644,40.6296221,0,0,3,4,2
-73.8952779,40.815755,1,1,2,3,1
-74.0175102,40.6485332,0,0,1,1,0
-73.8804583,40.8822201,1,1,2,3,1
-73.8259432,40.7643501,1,2,0,2,5
-73.910927,40.6763431,0,0,1,1,0
-73.8210826,40.7125381,1,2,0,2,5
-74.0693024,40.6036253,0,0,3,4,2
-73.9522587,40.7339885,0,1,1,0,4
-73.9247736,40.8401072,1,1,2,3,1
-74.0152238,40.6093572,0,0,1,1,0
-74.1913549,40.5366645,0,0,3,4,2
-73.7210967,40.7520753,1,2,0,2,3
-73.7356112,40.6652813,1,2,0,2,3
-73.7628122,40.6802969,1,2,0,2,3
-73.7956222,40.7117574,1,2,0,2,3
-74.0174913,40.6448799,0,0,1,1,0
-74.0857022,40.6286468,0,0,3,4,2
-73.9248479,40.8414961,1,1,2,3,1
-73.9309332,40.8319153,1,1,2,3,1
-73.8838318,40.880467,1,1,2,3,1
-73.9439099,40.7116424,0,0,1,0,4
-73.9535446,40.7268143,0,0,1,0,4
-73.9641349,40.7180705,0,0,1,0,4
-73.9907077,40.6891376,0,0,1,1,0
-73.7742484,40.716518,1,2,0,2,3
-73.962859,40.6125498,0,0,1,1,0
-73.9611113,40.8118299,1,1,2,0,1
-73.8349204,40.7602544,1,2,0,2,5
-73.7540678,40.599502,1,2,0,2,3
-73.8983335,40.6530899,0,2,1,1,0
-73.8044317,40.7421627,1,2,0,2,3
-73.8488335,40.6881494,1,2,0,2,5
-73.7982613,40.7538941,1,2,0,2,3
-74.0116762,40.6504827,0,0,1,1,0
-73.8976526,40.7398404,1,1,1,0,5
-73.9500581,40.8295922,1,1,2,3,1
-74.1113845,40.6304226,0,0,3,4,2
-73.8393004,40.6908648,1,2,0,2,5
-74.0647583,40.6080087,0,0,3,4,2
-73.8221311,40.6994527,1,2,0,2,5
-73.9216614,40.8313358,1,1,2,3,1
-73.9272684,40.8655357,1,1,2,3,1
-73.9194689,40.8305383,1,1,2,3,1
-73.7639441,40.6925684,1,2,0,2,3
-73.7616842,40.7457217,1,2,0,2,3
-73.9569352,40.8175484,1,1,2,3,1
-73.7897771,40.6699604,1,2,0,2,3
-73.9163325,40.6551328,0,0,1,1,0
-73.9481452,40.7896858,1,1,2,0,4
-74.1200527,40.560394,0,0,3,4,2
-73.9491535,40.6468847,0,0,1,1,0
-74.2511482,40.5118788,0,0,3,4,2
-73.8190352,40.609707,1,2,0,2,3
-73.8254479,40.6985026,1,2,0,2,5
-73.794641,40.7012377,1,2,0,2,3
-73.9563012,40.6550478,0,0,1,1,0
-73.9332982,40.675189,0,0,1,1,0
-74.1334081,40.5621305,0,0,3,4,2
-74.1107829,40.5913922,0,0,3,4,2
-73.9631259,40.644513,0,0,1,1,0
-74.1107829,40.5913922,0,0,3,4,2
-73.8829626,40.7579775,1,1,2,0,5
-73.8887649,40.8433937,1,1,2,3,1
-73.9775977,40.6540796,0,0,1,1,0
-73.9154987,40.6476059,0,0,1,1,0
-73.9370159,40.6323121,0,0,1,1,0
-73.9094578,40.7786638,1,1,2,0,1
-73.7393437,40.7506413,1,2,0,2,3
-73.944866,40.7941774,1,1,2,0,4
-73.9589237,40.6512116,0,0,1,1,0
-73.9666636,40.6172775,0,0,1,1,0
-73.9424715,40.7190224,0,0,1,0,4
-73.9046763,40.8726198,1,1,2,3,1
-73.8480079,40.691239,1,2,0,2,5
-73.8938537,40.7709844,1,1,2,0,5
-73.714769,40.7378996,1,2,0,2,3
-73.930381,40.6517331,0,0,1,1,0
-73.9958167,40.754057,0,1,1,0,4
-73.9611113,40.8118299,1,1,2,0,1
-73.9958825,40.682394,0,0,1,1,0
-73.8824712,40.6620886,1,2,1,1,5
-73.9262495,40.6074131,0,0,1,1,0
-74.0080496,40.6105244,0,0,1,1,0
-73.8981813,40.8590829,1,1,2,3,1
-74.1097619,40.5704668,0,0,3,4,2
-73.8889364,40.8186448,1,1,2,3,1
-73.9422288,40.7118008,0,0,1,0,4
-73.9454833,40.8077723,1,1,2,3,1
-73.828888,40.695859,1,2,0,2,5
-73.9876168,40.770415,0,1,1,0,4
-73.9332467,40.6978553,0,0,1,0,4
-73.8938765,40.8472658,1,1,2,3,1
-73.9241296,40.8439082,1,1,2,3,1
-73.8963111,40.6604139,0,2,1,1,5
-73.7629497,40.7531626,1,2,0,2,3
-73.966775,40.6322943,0,0,1,1,0
-73.7682593,40.7095262,1,2,0,2,3
-73.8474447,40.8869789,1,1,2,3,1
-73.8511835,40.6918113,1,2,0,2,5
-73.8281139,40.678574,1,2,0,2,5
-73.8838776,40.8418326,1,1,2,3,1
-73.8481667,40.8764513,1,1,2,3,1
-73.7478038,40.6113954,1,2,0,2,3
-73.9207095,40.6082027,0,0,1,1,0
-73.9804195,40.6423846,0,0,1,1,0
-73.9274795,40.82111,1,1,2,3,1
-73.8870754,40.6314504,0,2,1,1,0
-73.9015976,40.883467,1,1,2,3,1
-73.7470618,40.7644592,1,2,0,2,3
-74.019136,40.6504159,0,0,1,1,0
-73.9443519,40.7568762,1,1,1,0,4
-73.9604981,40.700791,0,0,1,0,4
-74.014109,40.6345627,0,0,1,1,0
-73.9429803,40.6134502,0,0,1,1,0
-73.9377918,40.6966885,0,0,1,0,4
-73.9219014,40.6761315,0,0,1,1,0
-73.7395512,40.6652573,1,2,0,2,3
-73.7791971,40.6916518,1,2,0,2,3
-73.8850552,40.8735928,1,1,2,3,1
-73.7586706,40.6790147,1,2,0,2,3
-73.8431812,40.6721508,1,2,0,2,5
-73.8184645,40.7056666,1,2,0,2,5
-73.8245158,40.7320038,1,2,0,2,5
-73.8173235,40.7653551,1,2,0,2,5
-73.9744596,40.5857583,0,0,1,1,0
-73.9530533,40.6560813,0,0,1,1,0
-73.8673103,40.7222897,1,2,0,2,5
-73.8680939,40.8184993,1,1,2,3,1
-73.909857,40.6624125,0,0,1,1,0
-73.8959576,40.7669049,1,1,2,0,5
-73.9191651,40.6374035,0,0,1,1,0
-73.9430934,40.6792812,0,0,1,1,0
-73.9548552,40.8000308,1,1,2,0,4
-73.958105,40.6465177,0,0,1,1,0
-73.8017668,40.6663873,1,2,0,2,3
-73.794735,40.7140559,1,2,0,2,3
-74.0130401,40.6218023,0,0,1,1,0
-73.8029109,40.6950901,1,2,0,2,3
-73.8162431,40.6061042,1,2,0,2,3
-73.9818424,40.7366018,0,0,1,0,4
-73.9786781,40.6790463,0,0,1,1,0
-74.0028685,40.64882,0,0,1,1,0
-74.0272214,40.6203231,0,0,1,1,0
-73.9600286,40.7980373,1,1,2,0,4
-74.1096244,40.6116719,0,0,3,4,2
-73.8574054,40.6877514,1,2,0,2,5
-74.1112247,40.6296844,0,0,3,4,2
-73.9564776,40.7713874,1,1,2,0,4
-73.8990289,40.7460475,1,1,2,0,5
-73.9945485,40.7707422,0,1,1,0,4
-73.9479121,40.6444632,0,0,1,1,0
-73.957023,40.5809003,0,0,1,1,0
-73.9251682,40.836306,1,1,2,3,1
-73.8693515,40.6766657,1,2,0,2,5
-73.8074695,40.7836272,1,2,0,2,5
-73.8691738,40.7341354,1,2,0,2,5
-73.8746089,40.8295019,1,1,2,3,1
-73.9081027,40.829141,1,1,2,3,1
-73.9202992,40.6924837,0,0,1,1,5
-73.9401378,40.8270376,1,1,2,3,1
-73.7947294,40.7100129,1,2,0,2,3
-73.8965981,40.8496424,1,1,2,3,1
-73.8518376,40.6976804,1,2,0,2,5
-73.7690319,40.7103457,1,2,0,2,3
-73.9266245,40.8200253,1,1,2,3,1
-74.0050023,40.6537577,0,0,1,1,0
-73.939085,40.7574856,1,1,1,0,4
-73.983213,40.6959932,0,0,1,0,4
-73.9261019,40.7570032,1,1,2,0,4
-73.9964752,40.7236863,0,0,1,0,4
-73.9041575,40.8361807,1,1,2,3,1
-73.9081027,40.829141,1,1,2,3,1
-73.9449951,40.8084473,1,1,2,3,1
-73.899174,40.8409687,1,1,2,3,1
-73.9350407,40.7553919,1,1,1,0,4
-73.9917611,40.684812,0,0,1,1,0
-73.871598,40.8786453,1,1,2,3,1
-73.9135209,40.8195414,1,1,2,3,1
-74.0110961,40.65104,0,0,1,1,0
-73.9312529,40.753375,1,1,1,0,4
-74.1453814,40.5419937,0,0,3,4,2
-73.9500905,40.6997906,0,0,1,0,4
-73.857156,40.831101,1,1,2,3,1
-73.9488916,40.7111671,0,0,1,0,4
-73.9057225,40.8589932,1,1,2,3,1
-73.9582947,40.8156907,1,1,2,3,1
-73.9801711,40.6051789,0,0,1,1,0
-73.911792,40.8264293,1,1,2,3,1
-73.8371456,40.7079562,1,2,0,2,5
-73.9029674,40.6734382,0,2,1,1,5
-73.9121585,40.8197874,1,1,2,3,1
-73.9600128,40.7763209,1,1,2,0,4
-73.9084924,40.7664517,1,1,2,0,4
-73.9494859,40.6408847,0,0,1,1,0
-74.0316563,40.6291986,0,0,1,1,0
-73.8211653,40.7596849,1,2,0,2,5
-74.1113224,40.597551,0,0,3,4,2
-73.987748,40.7440655,0,0,1,0,4
-73.7345961,40.6721986,1,2,0,2,3
-73.8667579,40.8523922,1,1,2,3,1
-73.9211541,40.8263977,1,1,2,3,1
-73.9276589,40.6262104,0,0,1,1,0
-73.9394238,40.6547986,0,0,1,1,0
-73.8740698,40.6580065,1,2,0,1,5
-73.8328215,40.7537216,1,2,0,2,5
-73.9336751,40.655155,0,0,1,1,0
-74.1980828,40.5391866,0,0,3,4,2
-73.9919285,40.6422048,0,0,1,1,0
-74.0872735,40.5987905,0,0,3,4,2
-74.0050046,40.6364244,0,0,1,1,0
-73.9192363,40.6768131,0,0,1,1,0
-74.1072896,40.5842234,0,0,3,4,2
-73.9550998,40.7105878,0,0,1,0,4
-74.0025576,40.7161794,0,0,1,0,4
-74.0026862,40.685062,0,0,1,1,0
-73.9735083,40.678639,0,0,1,1,0
-73.9618989,40.6981895,0,0,1,0,4
-73.9138754,40.6154331,0,0,1,1,0
-73.8860358,40.7592322,1,1,2,0,5
-73.8521639,40.6936625,1,2,0,2,5
-73.9450575,40.6891029,0,0,1,1,0
