lon,lat,k2,k3,k4,k5,k6
-73.9256052,40.6685062,0,0,2,1,1
-73.9347028,40.7172094,0,2,0,4,4
-73.9334126,40.5967567,1,1,1,0,2
-73.9638597,40.5869192,1,1,1,0,2
-73.8789856,40.6602158,0,0,2,1,1
-74.0180605,40.6443254,1,1,3,2,0
-73.9560111,40.6523139,0,0,2,3,5
-73.9295931,40.6538626,0,0,2,3,5
-73.9282635,40.6502277,0,0,2,3,5
-73.9839237,40.6948378,0,2,0,4,3
-73.9275386,40.6772496,0,0,2,1,1
-74.0100434,40.6246874,1,1,3,2,0
-73.981748,40.6857413,0,2,0,4,3
-73.9579745,40.670658,0,2,0,4,3
-74.0039065,40.6512655,1,1,3,2,0
-73.9435456,40.609347,1,1,1,0,2
-74.0093449,40.6527254,1,1,3,2,0
-73.9538363,40.5817444,1,1,1,0,2
-73.975488,40.6382692,1,1,3,2,0
-74.0019602,40.6427979,1,1,3,2,0
-73.9544326,40.6259441,1,1,1,3,5
-73.9649856,40.6026308,1,1,1,0,2
-73.9468394,40.7290319,0,2,0,4,4
-73.9615811,40.6363687,1,1,3,3,5
-73.965485,40.5978331,1,1,1,0,2
-73.9838323,40.6254635,1,1,3,2,0
-73.9526858,40.7270994,0,2,0,4,4
-73.9262037,40.6130427,1,0,1,3,5
-73.9059739,40.640237,0,0,2,1,1
-73.985654,40.5806604,1,1,1,0,2
-73.9622195,40.7178613,0,2,0,4,4
-73.9450151,40.7010921,0,2,0,4,4
-73.9796825,40.6366396,1,1,3,2,0
-73.9481706,40.7246381,0,2,0,4,4
-73.9433549,40.6558272,0,0,2,3,5
-73.9245912,40.6790318,0,0,2,1,1
-73.9713978,40.6482565,1,1,3,2,3
-73.9640727,40.7130805,0,2,0,4,4
-73.9890305,40.6921238,0,2,0,4,3
-73.9497508,40.5906331,1,1,1,0,2
-73.9296237,40.6351212,0,0,2,3,5
-73.9389813,40.6737072,0,2,2,4,5
-74.0184306,40.6408367,1,1,3,2,0
-73.9309525,40.6705818,0,0,2,1,1
-73.9526815,40.6467434,0,0,2,3,5
-73.8808552,40.6627814,0,0,2,1,1
-73.8927708,40.63181,0,0,2,1,1
-73.9165445,40.6758395,0,0,2,1,1
-73.930381,40.6517331,0,0,2,3,5
-73.9248696,40.5918822,1,0,1,0,2
-73.9585504,40.706881,0,2,0,4,4
-73.9516457,40.7234868,0,2,0,4,4
-73.9501807,40.7190095,0,2,0,4,4
-73.9501807,40.7190095,0,2,0,4,4
-73.996347,40.6275094,1,1,3,2,0
-73.8818096,40.6713516,0,0,2,1,1
-74.0121932,40.6398549,1,1,3,2,0
-73.9618989,40.6981895,0,2,0,4,4
-73.9647775,40.6830392,0,2,0,4,3
-74.0027306,40.6248223,1,1,3,2,0
-73.9170232,40.6706879,0,0,2,1,1
-74.0138151,40.6417459,1,1,3,2,0
-73.9392613,40.6710339,0,0,2,3,5
-73.9821315,40.6271705,1,1,3,2,0
-73.9571303,40.6884631,0,2,0,4,4
-73.9865619,40.6843888,0,2,0,4,3
-73.9543646,40.5830814,1,1,1,0,2
-73.9600738,40.6564847,0,2,3,3,5
-73.9497491,40.621578,1,1,1,3,5
-73.8806133,40.6791098,0,0,2,1,1
-73.9514645,40.6898634,0,2,0,4,4
-73.9736422,40.6409147,1,1,3,2,0
-73.9534615,40.6599379,0,0,2,3,5
-73.9965491,40.6901041,0,2,0,4,3
-73.9532706,40.6700084,0,2,0,4,3
-73.9738918,40.5923045,1,1,1,0,2
-73.9470156,40.6843801,0,2,0,4,4
-73.9443094,40.6134125,1,1,1,3,5
-73.9266283,40.6166112,1,0,2,3,5
-73.9612231,40.5828231,1,1,1,0,2
-73.9427511,40.6413042,0,0,2,3,5
-73.9006613,40.6605851,0,0,2,1,1
-73.9092916,40.6488172,0,0,2,1,1
-73.9203766,40.6487787,0,0,2,3,5
-73.9525139,40.6442813,1,0,2,3,5
-73.9628402,40.6980388,0,2,0,4,4
-73.9492066,40.6953767,0,2,0,4,4
-73.9599439,40.7107873,0,2,0,4,4
-73.9879639,40.6075652,1,1,1,0,2
-74.0114127,40.6475898,1,1,3,2,0
-73.9332966,40.6516058,0,0,2,3,5
-73.9332966,40.6516058,0,0,2,3,5
-73.918295,40.6594846,0,0,2,1,1
-73.9429769,40.6342942,1,0,2,3,5
-73.9573389,40.6724144,0,2,0,4,3
-73.9006685,40.6436608,0,0,2,1,1
-73.9653823,40.6362793,1,1,3,3,5
-73.9793801,40.6010012,1,1,1,0,2
-73.9229592,40.6841469,0,0,2,1,1
-73.9940024,40.6607898,1,1,3,2,3
-73.9264817,40.6941402,0,2,0,4,4
-73.9650613,40.5957085,1,1,1,0,2
-73.9557162,40.6405826,1,1,2,3,5
-73.9268932,40.7036676,0,2,0,4,4
-73.9404215,40.6998739,0,2,0,4,4
-73.9361956,40.6010539,1,1,1,0,2
-73.9742167,40.5901115,1,1,1,0,2
-73.9727156,40.6775217,0,2,0,4,3
-73.9108861,40.6853679,0,0,2,1,1
-73.9592007,40.6461284,1,1,3,3,5
-73.9602915,40.6903471,0,2,0,4,3
-73.9235855,40.6505183,0,0,2,3,5
-73.9438905,40.6832396,0,2,0,4,4
-73.9220058,40.654629,0,0,2,1,1
-73.9588589,40.7095517,0,2,0,4,4
-73.92495,40.6933158,0,2,0,4,4
-73.9256052,40.6685062,0,0,2,1,1
-73.9181358,40.6511569,0,0,2,1,1
-73.9199049,40.690499,0,0,2,1,1
-73.9926239,40.5781084,1,1,1,0,2
-73.946481,40.6317075,1,0,2,3,5
-73.9786336,40.6379102,1,1,3,2,0
-73.9026216,40.6806649,0,0,2,1,1
-73.905095,40.6476061,0,0,2,1,1
-73.9136047,40.6992997,0,2,0,1,4
-73.9734765,40.5952551,1,1,1,0,2
-73.9910308,40.6998478,0,2,0,4,3
-73.9288573,40.6374565,0,0,2,3,5
-74.0095587,40.6354937,1,1,3,2,0
-74.0073571,40.6341626,1,1,3,2,0
-73.898666,40.6714802,0,0,2,1,1
-73.9204583,40.6588384,0,0,2,1,1
-73.9656896,40.7042593,0,2,0,4,4
-73.9134073,40.6514087,0,0,2,1,1
-74.0140348,40.6242945,1,1,3,2,0
-73.8859432,40.636228,0,0,2,1,1
-73.9837849,40.6721934,0,2,3,2,3
-74.0253457,40.6228597,1,1,3,2,0
-74.0149074,40.6442297,1,1,3,2,0
-73.9492319,40.6385488,1,0,2,3,5
-73.931783,40.5881398,1,1,1,0,2
-73.9288675,40.6819714,0,0,2,1,4
-73.9339188,40.6165086,1,0,1,3,5
-73.9163215,40.6495279,0,0,2,1,1
-73.9624155,40.7093526,0,2,0,4,4
-74.0081149,40.6437775,1,1,3,2,0
-73.9608887,40.5943649,1,1,1,0,2
-74.0149074,40.6442297,1,1,3,2,0
-73.9243649,40.6114632,1,0,1,3,5
-73.9478919,40.6887749,0,2,0,4,4
-73.9923627,40.6896895,0,2,0,4,3
-73.8958679,40.6718921,0,0,2,1,1
-73.8961633,40.6465718,0,0,2,1,1
-73.9395971,40.7062111,0,2,0,4,4
-73.9141312,40.6601815,0,0,2,1,1
-74.0055664,40.633084,1,1,3,2,0
-74.0114187,40.6199141,1,1,3,2,0
-73.9275877,40.7017631,0,2,0,4,4
-73.9703479,40.5862047,1,1,1,0,2
-74.0204175,40.645733,1,1,3,2,0
-73.9794247,40.5962966,1,1,1,0,2
-73.9354706,40.6990725,0,2,0,4,4
-73.9829307,40.6997727,0,2,0,4,3
-73.9352898,40.7144568,0,2,0,4,4
-73.9192013,40.6194251,1,0,2,3,5
-73.9723479,40.6774475,0,2,0,4,3
-74.0023175,40.6594725,1,1,3,2,0
-73.9451007,40.6453732,0,0,2,3,5
-73.9572076,40.6635186,0,2,0,3,3
-73.9974982,40.5752183,1,1,1,0,2
-73.9382545,40.6137031,1,0,1,3,5
-73.9857116,40.6984501,0,2,0,4,3
-73.9958098,40.57776,1,1,1,0,2
-74.0333115,40.6179445,1,1,3,2,0
-73.9839176,40.6601383,1,1,3,2,3
-73.940233,40.7170917,0,2,0,4,4
-73.9752435,40.6854052,0,2,0,4,3
-73.8881726,40.6324369,0,0,2,1,1
-73.9400778,40.7091016,0,2,0,4,4
-73.9524886,40.6950048,0,2,0,4,4
-73.9974153,40.6703473,1,2,3,2,3
-73.9754675,40.6744673,0,2,0,4,3
-73.9803638,40.647693,1,1,3,2,0
-73.9943105,40.6409121,1,1,3,2,0
-73.9329896,40.5841112,1,1,1,0,2
-73.9438162,40.600218,1,1,1,0,2
-73.9352898,40.7144568,0,2,0,4,4
-73.9579038,40.708426,0,2,0,4,4
-73.9397155,40.7069193,0,2,0,4,4
-73.9623637,40.5774108,1,1,1,0,2
-73.9890081,40.5872373,1,1,1,0,2
-73.9176544,40.6382505,0,0,2,3,5
-73.9950956,40.6459461,1,1,3,2,0
-73.9434834,40.5934876,1,1,1,0,2
-73.9132766,40.635508,0,0,2,3,5
-73.89071,40.6472557,0,0,2,1,1
-73.9441849,40.6847054,0,2,0,4,4
-73.9087722,40.6544573,0,0,2,1,1
-73.9474653,40.6490386,0,0,2,3,5
-73.9506459,40.6608261,0,0,2,3,5
-73.9726825,40.6526402,1,1,3,2,3
-73.9965685,40.6650745,1,1,3,2,3
-73.9663301,40.5858989,1,1,1,0,2
-73.9531488,40.5970272,1,1,1,0,2
-73.9593941,40.7073534,0,2,0,4,4
-73.970545,40.6453166,1,1,3,2,5
-73.9279933,40.6568012,0,0,2,3,5
-73.9552939,40.6792042,0,2,0,4,3
-73.9109381,40.6787832,0,0,2,1,1
-74.0059263,40.6286429,1,1,3,2,0
-73.9809286,40.6889031,0,2,0,4,3
-73.9625737,40.671645,0,2,0,4,3
-73.9382388,40.6345909,1,0,2,3,5
-73.9472399,40.6469634,0,0,2,3,5
-73.93976,40.6656874,0,0,2,3,5
-73.9874311,40.6831263,0,2,0,4,3
-73.9651721,40.6247649,1,1,1,0,5
-74.0256624,40.6221405,1,1,3,2,0
-73.9624487,40.6631828,0,2,0,3,3
-73.8968533,40.6757357,0,0,2,1,1
-73.8936503,40.6632221,0,0,2,1,1
-73.9092812,40.6432041,0,0,2,1,1
-73.9680438,40.578439,1,1,1,0,2
-73.9887629,40.696197,0,2,0,4,3
-73.9769717,40.6509669,1,1,3,2,3
-73.9604328,40.7195213,0,2,0,4,4
-73.9366568,40.6691002,0,0,2,3,5
-73.9090657,40.6241743,0,0,2,3,5
-73.9006685,40.6436608,0,0,2,1,1
-73.9081702,40.6388143,0,0,2,1,1
-73.9098906,40.6456145,0,0,2,1,1
-73.9642976,40.6097753,1,1,1,0,2
-73.9499135,40.6760949,0,2,0,4,3
-73.9681646,40.6119531,1,1,1,0,2
-73.9420297,40.6711863,0,2,2,3,5
-74.0127369,40.6566254,1,1,3,2,0
-73.9306974,40.6732579,0,0,2,1,1
-73.9973009,40.6472719,1,1,3,2,0
-73.9313901,40.6516898,0,0,2,3,5
-73.9590084,40.7186369,0,2,0,4,4
-73.9253821,40.642384,0,0,2,3,5
-73.9910308,40.6998478,0,2,0,4,3
-73.9256087,40.6524465,0,0,2,3,5
-73.9054185,40.6431296,0,0,2,1,1
-73.9883975,40.5785801,1,1,1,0,2
-74.0183267,40.6167265,1,1,3,2,0
-73.9839237,40.6948378,0,2,0,4,3
-73.9611853,40.598312,1,1,1,0,2
-73.9278657,40.6281676,0,0,2,3,5
-73.9307732,40.6279882,1,0,2,3,5
-73.9848306,40.6869302,0,2,0,4,3
-73.9497788,40.6348134,1,0,2,3,5
-73.9457051,40.6510057,0,0,2,3,5
-73.9408696,40.6826699,0,2,0,4,4
-73.9844572,40.6028547,1,1,1,0,2
-73.9341818,40.6201181,1,0,1,3,5
-73.9057546,40.6730288,0,0,2,1,1
-73.9516457,40.7234868,0,2,0,4,4
-73.9844021,40.6075593,1,1,1,0,2
-73.9426881,40.7146912,0,2,0,4,4
-73.958584,40.6817416,0,2,0,4,3
-73.9105484,40.6575246,0,0,2,1,1
-73.9439099,40.7116424,0,2,0,4,4
-73.9744443,40.6164204,1,1,1,0,2
-73.9943105,40.6409121,1,1,3,2,0
-73.9845292,40.6960346,0,2,0,4,3
-73.9814363,40.6138389,1,1,1,0,2
-73.9967902,40.626826,1,1,3,2,0
-73.9342568,40.7121231,0,2,0,4,4
-73.9348039,40.7133723,0,2,0,4,4
-73.9573511,40.6814832,0,2,0,4,3
-73.9765777,40.6440033,1,1,3,2,0
-73.9448057,40.7274856,0,2,0,4,4
-74.0044903,40.6507056,1,1,3,2,0
-73.9547354,40.7105932,0,2,0,4,4
-73.9575944,40.729879,0,2,0,4,4
-73.9830033,40.5848102,1,1,1,0,2
-73.9822119,40.5959869,1,1,1,0,2
-73.9061253,40.6760813,0,0,2,1,1
-74.0026064,40.6731826,1,2,3,2,3
-73.9844344,40.5924958,1,1,1,0,2
-73.9626369,40.5781657,1,1,1,0,2
-73.9538096,40.6828487,0,2,0,4,3
-73.8851822,40.6367076,0,0,2,1,1
-73.9168107,40.6386809,0,0,2,3,5
-74.0074055,40.6479057,1,1,3,2,0
-73.9573549,40.7262997,0,2,0,4,4
-74.0128328,40.64936,1,1,3,2,0
-73.9178688,40.6543214,0,0,2,1,1
-73.9712378,40.6850282,0,2,0,4,3
-73.9769357,40.5988707,1,1,1,0,2
-73.959474,40.5758727,1,1,1,0,2
-73.9600492,40.5832701,1,1,1,0,2
-73.906594,40.64775,0,0,2,1,1
-73.9648003,40.715046,0,2,0,4,4
-73.9315975,40.6356768,0,0,2,3,5
-73.9425841,40.7139556,0,2,0,4,4
-73.9118065,40.692785,0,0,2,1,1
-73.9604221,40.6525571,0,1,3,3,5
-73.9642156,40.6350987,1,1,3,3,5
-73.9642156,40.6350987,1,1,3,3,5
-73.9865462,40.5836578,1,1,1,0,2
-73.9917611,40.684812,0,2,0,4,3
-74.0238834,40.6337239,1,1,3,2,0
-73.9282299,40.6647091,0,0,2,1,1
-73.936908,40.6664269,0,0,2,3,5
-73.9590155,40.5781233,1,1,1,0,2
-73.9340054,40.5945255,1,1,1,0,2
-73.997671,40.6786804,0,2,3,2,3
-73.8646778,40.6808598,0,0,2,1,1
-73.9966,40.6127809,1,1,3,2,0
-74.0039065,40.6512655,1,1,3,2,0
-74.0097367,40.6456658,1,1,3,2,0
-73.9634141,40.6051748,1,1,1,0,2
-73.9862735,40.5788242,1,1,1,0,2
-73.9266726,40.635306,0,0,2,3,5
-74.0029734,40.575619,1,1,1,0,2
-73.9915969,40.6144522,1,1,3,2,0
-74.0391827,40.6178549,1,1,3,2,0
-73.9575944,40.729879,0,2,0,4,4
-73.9031775,40.6553118,0,0,2,1,1
-73.9647775,40.6830392,0,2,0,4,3
-74.0210119,40.6334692,1,1,3,2,0
-73.9542459,40.7301988,0,2,0,4,4
-73.9529869,40.678723,0,2,0,4,3
-73.9256233,40.6166737,1,0,2,3,5
-73.8740363,40.6777002,0,0,2,1,1
-73.9974982,40.5752183,1,1,1,0,2
-73.8961242,40.6578144,0,0,2,1,1
-73.9204583,40.6588384,0,0,2,1,1
-73.9197075,40.6717575,0,0,2,1,1
-73.9399911,40.6211643,1,0,1,3,5
-73.8828892,40.6334362,0,0,2,1,1
-73.9332467,40.6978553,0,2,0,4,4
-74.0102489,40.648707,1,1,3,2,0
-73.8900044,40.6511499,0,0,2,1,1
-73.9876351,40.5745946,1,1,1,0,2
-73.9558256,40.6929914,0,2,0,4,4
-73.9888461,40.6950223,0,2,0,4,3
-73.9917345,40.6667376,1,2,3,2,3
-73.9552939,40.6792042,0,2,0,4,3
-73.9076365,40.6417288,0,0,2,1,1
-73.989687,40.5740047,1,1,1,0,2
-73.958708,40.6503881,0,0,3,3,5
-73.8881726,40.6324369,0,0,2,1,1
-73.9087978,40.6910754,0,0,2,1,1
-73.9923627,40.6896895,0,2,0,4,3
-73.9860183,40.5944448,1,1,1,0,2
-73.9605171,40.5894516,1,1,1,0,2
-73.9858588,40.6165212,1,1,3,0,0
-73.9474279,40.6142236,1,1,1,3,5
-73.9390407,40.6007425,1,1,1,0,2
-73.9426881,40.7146912,0,2,0,4,4
-73.9166193,40.641947,0,0,2,3,5
-73.8894182,40.6569792,0,0,2,1,1
-73.9534179,40.5880683,1,1,1,0,2
-73.9223289,40.6216588,1,0,2,3,5
-73.9465215,40.7070105,0,2,0,4,4
-73.9096977,40.6656265,0,0,2,1,1
-73.9082437,40.6561339,0,0,2,1,1
-73.9619104,40.7159289,0,2,0,4,4
-73.9298678,40.6050714,1,0,1,3,5
-73.9441554,40.6295078,1,0,2,3,5
-73.9798612,40.629451,1,1,3,2,0
-73.9147622,40.6345512,0,0,2,3,5
-73.9463647,40.6957047,0,2,0,4,4
-73.996556,40.6276412,1,1,3,2,0
-73.9139623,40.6486012,0,0,2,1,1
-73.9135597,40.6784284,0,0,2,1,1
-73.9473835,40.5837124,1,1,1,0,2
-73.9539839,40.623556,1,1,1,3,5
-73.9563012,40.6550478,0,0,2,3,5
-73.9580577,40.7217327,0,2,0,4,4
-73.9583996,40.6363264,1,1,1,3,5
-73.949557,40.6803904,0,2,0,4,4
-73.9974153,40.6703473,1,2,3,2,3
-73.9076365,40.6417288,0,0,2,1,1
-73.9394321,40.7052558,0,2,0,4,4
-73.9567033,40.6741709,0,2,0,4,3
-73.9091188,40.6407693,0,0,2,1,1
-73.9876351,40.5745946,1,1,1,0,2
-73.9661334,40.6896738,0,2,0,4,3
-73.9235892,40.7070278,0,2,0,4,4
-74.0026734,40.6350192,1,1,3,2,0
-73.9088607,40.681993,0,0,2,1,1
-73.9520675,40.6286468,1,1,1,3,5
-73.976609,40.5753038,1,1,1,0,2
-73.9410184,40.595921,1,1,1,0,2
-73.9448793,40.6341771,1,0,2,3,5
-73.9419319,40.7007255,0,2,0,4,4
-73.9091555,40.6746537,0,0,2,1,1
-73.9582932,40.6798312,0,2,0,4,3
-73.8667311,40.6528929,0,0,2,1,1
-73.8819394,40.6713407,0,0,2,1,1
-73.9657174,40.6222646,1,1,1,0,2
-73.973995,40.6140296,1,1,1,0,2
-73.9845292,40.6960346,0,2,0,4,3
-73.957019,40.6989727,0,2,0,4,4
-73.8732219,40.6869382,0,0,2,1,1
-73.8912714,40.6764305,0,0,2,1,1
-73.8912714,40.6764305,0,0,2,1,1
-73.9311561,40.7037717,0,2,0,4,4
-73.9663685,40.6024665,1,1,1,0,2
-73.9623122,40.7197689,0,2,0,4,4
-73.9926138,40.7020602,0,2,0,4,3
-73.9771079,40.5797121,1,1,1,0,2
-73.9608887,40.5943649,1,1,1,0,2
-73.9718339,40.5798042,1,1,1,0,2
-73.9481706,40.7246381,0,2,0,4,4
-73.9449683,40.6529158,0,0,2,3,5
-74.0151603,40.6471227,1,1,3,2,0
-73.9092812,40.6432041,0,0,2,1,1
-73.9257853,40.6815715,0,0,2,1,1
-73.9395114,40.7012787,0,2,0,4,4
-73.9459999,40.6117856,1,1,1,0,2
-73.9618087,40.7107357,0,2,0,4,4
-74.0072062,40.6377555,1,1,3,2,0
-73.955191,40.7358671,0,2,0,4,4
-73.9469195,40.6783196,0,2,0,4,4
-73.9547447,40.6969956,0,2,0,4,4
-73.9948477,40.6357602,1,1,3,2,0
-73.8678817,40.6669969,0,0,2,1,1
-74.0132314,40.6423059,1,1,3,2,0
-74.0144917,40.6549235,1,1,3,2,0
-73.9758366,40.5910643,1,1,1,0,2
-73.9496774,40.6784553,0,2,0,4,3
-73.9833217,40.6936492,0,2,0,4,3
-73.966775,40.6322943,1,1,3,3,5
-73.9162233,40.6990271,0,2,0,1,4
-73.9852652,40.5967449,1,1,1,0,2
-73.948513,40.6409447,1,0,2,3,5
-73.9422665,40.7016369,0,2,0,4,4
-73.962859,40.6125498,1,1,1,0,2
-73.9081807,40.6312085,0,0,2,3,5
-73.9937269,40.6778404,0,2,3,2,3
-73.9465215,40.7070105,0,2,0,4,4
-73.9727361,40.6361331,1,1,3,2,0
-73.9315393,40.6643433,0,0,2,3,5
-73.9563872,40.6558741,0,0,2,3,5
-73.9517381,40.7254356,0,2,0,4,4
-73.9492435,40.7133192,0,2,0,4,4
-74.0316385,40.6220485,1,1,3,2,0
-73.985087,40.6207124,1,1,3,2,0
-73.9421529,40.5914695,1,1,1,0,2
-73.9634433,40.5846656,1,1,1,0,2
-73.9405567,40.72223,0,2,0,4,4
-73.9677858,40.6879835,0,2,0,4,3
-74.0035559,40.6309239,1,1,3,2,0
-73.9419913,40.7277505,0,2,0,4,4
-73.9135535,40.6692636,0,0,2,1,1
-73.8642165,40.6790038,0,0,2,1,1
-73.9849797,40.6976184,0,2,0,4,3
-73.8932525,40.6820674,0,0,2,1,1
-73.9185718,40.701403,0,2,0,4,4
-73.9071563,40.6761397,0,0,2,1,1
-73.9245917,40.6466434,0,0,2,3,5
-74.0238337,40.645919,1,1,3,2,0
-73.9847045,40.7023531,0,2,0,4,3
-73.9717271,40.6875289,0,2,0,4,3
-74.022687,40.6221769,1,1,3,2,0
-74.0178146,40.6414351,1,1,3,2,0
-73.9157263,40.6585496,0,0,2,1,1
-73.9698128,40.6388964,1,1,3,3,5
-73.8797328,40.6555642,0,0,2,1,1
-73.9814013,40.6879453,0,2,0,4,3
-74.0304832,40.616518,1,1,3,2,0
-73.9293933,40.6519384,0,0,2,3,5
-73.9388038,40.7138741,0,2,0,4,4
-73.9482476,40.5882802,1,1,1,0,2
-73.9641058,40.5979864,1,1,1,0,2
-73.9469072,40.7027837,0,2,0,4,4
-73.9852826,40.6976294,0,2,0,4,3
-73.9157263,40.6585496,0,0,2,1,1
-73.8958631,40.6518799,0,0,2,1,1
-74.0208761,40.648744,1,1,3,2,0
-73.9472285,40.6750535,0,2,0,4,3
-73.9118611,40.6951153,0,0,2,1,1
-73.9499473,40.7175904,0,2,0,4,4
-73.9720779,40.5903416,1,1,1,0,2
-73.9021057,40.6587776,0,0,2,1,1
-73.9631275,40.6937323,0,2,0,4,3
-74.0075648,40.6544301,1,1,3,2,0
-73.9387562,40.7145932,0,2,0,4,4
-73.9257658,40.708805,0,2,0,4,4
-73.9559401,40.6233399,1,1,1,3,5
-73.9600159,40.6448523,1,1,3,3,5
-73.9089197,40.6625545,0,0,2,1,1
-73.9550998,40.7105878,0,2,0,4,4
-73.9502553,40.6190832,1,1,1,3,5
-73.9600379,40.608031,1,1,1,0,2
-73.9988646,40.6627909,1,1,3,2,3
-73.9624487,40.6631828,0,2,0,3,3
-73.9752963,40.6209138,1,1,1,0,2
-73.9080899,40.6761899,0,0,2,1,1
-73.8941719,40.6365927,0,0,2,1,1
-73.9529911,40.5858119,1,1,1,0,2
-73.9349338,40.5840327,1,1,1,0,2
-73.976609,40.5753038,1,1,1,0,2
-73.9499726,40.5973772,1,1,1,0,2
-73.9495828,40.6796356,0,2,0,4,4
-73.9340839,40.6498688,0,0,2,3,5
-73.9720063,40.6322738,1,1,3,2,0
-73.9582575,40.5986294,1,1,1,0,2
-73.9708633,40.6262377,1,1,1,0,2
-73.9677858,40.6879835,0,2,0,4,3
-73.9762114,40.5798272,1,1,1,0,2
-73.9596768,40.5917075,1,1,1,0,2
-73.9118074,40.6975554,0,0,2,1,1
-73.9370159,40.6323121,1,0,2,3,5
-73.9107412,40.6696841,0,0,2,1,1
-73.9511173,40.7109568,0,2,0,4,4
-73.9538756,40.7125169,0,2,0,4,4
-74.0202788,40.6280621,1,1,3,2,0
-73.9288573,40.6374565,0,0,2,3,5
-73.9598908,40.7030333,0,2,0,4,4
-73.952875,40.576883,1,1,1,0,2
-73.8930184,40.6796078,0,0,2,1,1
-73.9997191,40.6054825,1,1,3,0,0
-73.8916479,40.659932,0,0,2,1,1
-73.9847045,40.7023531,0,2,0,4,3
-73.9587761,40.7268904,0,2,0,4,4
-73.9890171,40.5761593,1,1,1,0,2
-73.9569568,40.6611799,0,2,0,3,3
-73.9669612,40.6056754,1,1,1,0,2
-73.9893124,40.6655654,1,2,3,2,3
-73.9531302,40.71076,0,2,0,4,4
-74.0034365,40.6206941,1,1,3,2,0
-73.867181,40.6604526,0,0,2,1,1
-73.9575944,40.729879,0,2,0,4,4
-73.930381,40.6517331,0,0,2,3,5
-74.0029374,40.6588768,1,1,3,2,0
-73.936554,40.5876183,1,1,1,0,2
-73.9628969,40.7192284,0,2,0,4,4
-73.9599419,40.5819581,1,1,1,0,2
-73.9743798,40.5871993,1,1,1,0,2
-73.9927005,40.6344673,1,1,3,2,0
-73.9166193,40.641947,0,0,2,3,5
-73.993711,40.5780014,1,1,1,0,2
-73.9466746,40.6509486,0,0,2,3,5
-73.9478974,40.6679201,0,2,0,3,5
-73.9550751,40.7043106,0,2,0,4,4
-73.9639998,40.5876412,1,1,1,0,2
-74.0201514,40.6355664,1,1,3,2,0
-73.9493728,40.7140658,0,2,0,4,4
-73.9112306,40.6730798,0,0,2,1,1
-73.9563855,40.6750491,0,2,0,4,3
-73.947563,40.6714882,0,2,0,4,3
-73.9184779,40.7073811,0,2,0,4,4
-73.9589963,40.5917841,1,1,1,0,2
-73.9740952,40.6433056,1,1,3,2,0
-73.9576249,40.7159274,0,2,0,4,4
-73.9910308,40.6998478,0,2,0,4,3
-73.9314554,40.6652326,0,0,2,3,5
-73.9574045,40.6091307,1,1,1,0,2
-73.8639204,40.6739421,0,0,2,1,1
-74.0119963,40.6470298,1,1,3,2,0
-73.9368131,40.5839651,1,1,1,0,2
-74.0304832,40.616518,1,1,3,2,0
-73.9926138,40.7020602,0,2,0,4,3
-73.9873883,40.5851593,1,1,1,0,2
-73.9444984,40.7152274,0,2,0,4,4
-73.9907077,40.6891376,0,2,0,4,3
-73.9516499,40.643065,1,0,2,3,5
-73.9763154,40.6825097,0,2,0,4,3
-73.899792,40.6442255,0,0,2,1,1
-73.9484129,40.6399867,1,0,2,3,5
-73.9343912,40.6636039,0,0,2,3,5
-73.9917667,40.6108455,1,1,3,0,0
-73.9533863,40.659227,0,0,2,3,5
-73.9917423,40.6909932,0,2,0,4,3
-73.881575,40.6390535,0,0,2,1,1
-73.9502515,40.6725296,0,2,0,4,3
-73.9322699,40.6973167,0,2,0,4,4
-73.9320898,40.6582338,0,0,2,3,5
-73.9476012,40.6595868,0,0,2,3,5
-73.983213,40.6959932,0,2,0,4,3
-73.9271346,40.6213573,1,0,2,3,5
-73.9494698,40.7050191,0,2,0,4,4
-73.9725262,40.6471122,1,1,3,2,3
-73.9498444,40.6768744,0,2,0,4,3
-73.9796099,40.5794435,1,1,1,0,2
-73.9420676,40.7147294,0,2,0,4,4
-73.9804621,40.6812232,0,2,0,4,3
-74.0028842,40.6769155,1,2,3,2,3
-73.9622041,40.5795709,1,1,1,0,2
-73.9077366,40.6579423,0,0,2,1,1
-73.9661497,40.5866702,1,1,1,0,2
-73.9781533,40.6302824,1,1,3,2,0
-73.9197094,40.6073017,1,0,1,3,5
-73.9741053,40.6359825,1,1,3,2,0
-73.9532221,40.7083529,0,2,0,4,4
-73.9561419,40.694578,0,2,0,4,4
-73.9617203,40.7203204,0,2,0,4,4
-73.9812022,40.5755654,1,1,1,0,2
-73.9605786,40.7110373,0,2,0,4,4
-73.8583153,40.6667907,0,0,2,1,1
-74.000072,40.6204828,1,1,3,2,0
-73.9849297,40.6315982,1,1,3,2,0
-73.9617203,40.7203204,0,2,0,4,4
-73.9550751,40.7043106,0,2,0,4,4
-73.9964024,40.6690078,1,2,3,2,3
-73.9053871,40.6678546,0,0,2,1,1
-73.9861232,40.6614699,1,1,3,2,3
-73.9858588,40.6165212,1,1,3,0,0
-73.9257477,40.6602775,0,0,2,1,1
-73.9691283,40.5997335,1,1,1,0,2
-73.9862735,40.5788242,1,1,1,0,2
-73.9473957,40.6732722,0,2,0,4,3
-73.9507904,40.7237719,0,2,0,4,4
-73.9588584,40.698677,0,2,0,4,4
-73.9338933,40.7113352,0,2,0,4,4
-73.9574886,40.7090791,0,2,0,4,4
